X,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
3456,53,142874,604,30,25623,84,0,737,0.265894331585262,5,1,0.332834153551659,1,0,24,12,7387,996,44123,14199,11906.1666666667,0.83299597104472,5,29924,0.248623,0.266498294522732,675.830840774342,0.118663788298025,0,61
3457,35,50704,519,12,19490,84,4,328,0.404773841138789,0,1,0.423666453246891,0,0,22,20,1562,1340,8271,17166,4225.33333333333,0.896640844961054,2,8142,0.28499,0.269908573339801,518.400156841333,0.200315594077311,0,60
3458,40,70722,588,17,12119,48,4,388,0.42433053407922,4,0,0.320891583338067,0,0,27,14,3424,1955,18792,57983,5893.5,0.607288257117489,6,7220.98706666666,0.213119,0.197926203173363,367.447850165588,0.128183227312393,1,44
3459,25,67471,594,4,29864,72,3,599,0.170271391830555,9,1,0.637484947258498,0,0,25,3,1238,6226,20553,23200,5622.58333333333,0.794711818646237,4,8338,0.247864,0.217597390976854,746.113591096308,0.239234087136039,0,60
3460,60,21874,600,39,29161,96,0,224,0.435253570187058,1,2,0.392617108540713,0,0,27,18,18771,665,27406,33862,1822.83333333333,0.766165565676201,6,4973,0.264161,0.266475750978948,737.052926286642,0.527230278661411,0,54
3461,62,71729,522,40,31200,36,1,532,0.446755469513503,1,3,0.286469315149829,0,0,18,15,16093,306,24362,21778,5977.41666666667,0.752366002963471,10,2584,0.2552,0.246219486218883,1234.27675873271,0.295491657555417,0,53
3462,41,15000,562,16,12108,60,3,264,0.218697977750119,6,3,0.0520249088698405,0,0,31,14,1323,313,71668,31744,1250,0.873691722536068,1,39924,0.236108,0.281456469312073,378.057117591534,0.513645694073227,0,55
3463,52,61389,529,27,10377,36,2,452,0.271449429072083,1,1,0.193556105835781,0,0,19,2,958,2148,22188,17936,5115.75,0.540366930834111,3,4252,0.230877,0.228393060722193,400.822181257008,0.166705210625423,0,57
3464,42,55429,584,20,10953,36,2,209,0.0960753314635974,0,3,0.31151706525161,0,0,22,23,3839,1640,21476,4721,4619.08333333333,0.821246838025176,3,16755,0.203953,0.213890605031984,414.846199664073,0.135058442258906,1,42.4
3465,23,15000,435,2,36391,120,0,384,0.501675346036068,1,2,0.275451483305557,0,0,25,5,4488,835,24906,6225,1250,0.940025188386129,6,18681,0.373891,0.351729542690036,1101.02176547381,1.18801741237905,0,57
3466,35,54297,630,13,26864,36,0,753,0.238300926945332,2,0,0.148353591476025,0,0,22,10,1416,245,20977,13198,4524.75,0.482037001022006,10,7779,0.196864,0.195780963496041,992.596897597388,0.385788584473703,0,47
3467,41,53374,626,14,31381,120,0,420,0.213769296780757,3,0,0.194578658636364,0,0,26,3,836,5073,413142,12467,4447.83333333333,0.874361397754528,5,400675,0.273381,0.261906116998962,740.401937356699,0.260891506131832,0,44
3468,34,41260,569,10,19877,24,2,338,0.201221921042953,2,2,0.0638133368643822,0,0,19,14,3662,137,262038,10092,3438.33333333333,0.833450982303253,4,251946,0.210377,0.224721226146405,1035.82222064888,0.399560510125705,0,45
3469,37,41310,589,13,22072,60,3,609,0.202441230500709,1,1,0.239099366660546,0,0,27,10,3005,122,112819,12017,3442.5,0.643649547228436,5,100802,0.232572,0.24039070973154,635.467195772259,0.361501000950547,0,49
3470,38,21758,544,14,22618,60,0,520,0.356347952943355,3,1,0.451132453105643,0,0,33,20,1528,261,383824,16249,1813.16666666667,0.87893275008555,6,367575,0.255618,0.249207087397998,662.817231811167,0.65234887313788,0,52
3471,39,51868,499,13,15156,60,2,187,0.0211930363981684,3,0,0.204604770513807,0,0,23,1,4665,2653,80763,120606,4322.33333333333,0.844634416352232,2,3053,0.270656,0.235785196585629,432.307381501543,0.143280800840952,0,55
3472,40,85390,585,20,18942,96,3,456,0.492232839737279,2,1,0.164736032366103,0,0,30,4,8908,284,31669,8737,7115.83333333333,0.872376259933257,5,22932,0.261442,0.303944866330598,527.576659271193,0.138223678548475,0,56
3473,27,43261,603,5,17883,72,2,586,0.217551623427793,4,1,0.320317287286818,0,0,26,12,3414,15129,133664,19151,3605.08333333333,0.860138529934946,2,114513,0.231383,0.227486017443634,457.311061073817,0.289399984579316,0,48
3474,31,49461,596,10,30184,84,0,241,0.246343089578494,2,0,0.459206372905096,0,0,25,13,17157,6531,317687,23074,4121.75,0.922463907784939,7,294613,0.257184,0.248145554676083,760.431221194054,0.242962630240566,0,51
3475,24,70800,594,0,58542,36,1,666,0.286302920639319,1,0,0.46758656068895,0,0,31,10,2667,1084,44868,66837,5900,0.807237050238844,6,8812,0.246542,0.225319206681974,2251.88714892461,0.494557143885527,0,56
3476,51,190592,609,28,25393,48,1,246,0.17802473217,5,2,0.353724661968787,0,0,26,21,10735,2107,13008,11436,15882.6666666667,0.85322484711669,6,1572,0.215893,0.229399338575379,813.047576731366,0.0666794562246914,1,38.4
3477,18,42319,526,0,10037,84,4,180,0.173271446851302,4,2,0.216877166530568,0,0,29,29,436,385,795425,45977,3526.58333333333,0.664523862128587,8,749448,0.272037,0.284294999809265,276.465435203286,0.129435601560515,1,35.2
3478,53,16442,501,32,39929,24,3,1045,0.231564313545458,2,0,0.249669696221796,0,0,23,12,627,2167,49777,2386,1370.16666666667,0.830296179706984,3,47391,0.264429,0.296617295412822,2225.59630716561,2.38700618452666,0,54
3479,56,28402,538,31,16887,48,3,274,0.385641476183027,4,0,0.0778918522111573,0,1,23,16,4721,436,17058,26992,2366.83333333333,0.867720610882702,6,9142,0.242887,0.223572479519694,535.323732846725,0.341943693900454,0,58
3480,36,75256,593,13.6158671591576,22830,60,1,357,0.393372809037038,3,0,0.200271294801908,0,0,16,16,3579,3797,127684,31007,6271.33333333333,0.919435964518121,4,96677,0.23133,0.250095293522706,670.218263472031,0.163795832380998,0,53
3481,18,117959,546,0,16899,24,0,233,0.0724867248836608,3,1,0.283831143280098,0,0,23,4,1417,1494,68347,33951,9829.91666666667,0.739666480818234,5,34396,0.218899,0.1751192,839.687509795084,0.109124781640578,1,44.8
3482,35,25004,516,10,21128,36,2,420,0.318508599586886,3,0,0.491855577241329,0,0,25,27,3573,473,14367,22948,2083.66666666667,0.686979412830846,3,1075,0.248128,0.260185861750842,851.469429345254,0.610207692854865,0,58
3483,39,41679,607,14,12838,36,1,437,0.233918954897149,4,0,0.0166221406920085,0,0,26,17,6333,671,274608,14184,3473.25,0.90503721114671,5,260424,0.194338,0.208691618171749,482.810521058047,0.264827041260504,1,33.6
3484,27,48872,614,4,14291,108,0,320,0.503631613350711,11,1,0.112798660779443,0,0,30,19,2247,1833,86309,96743,4072.66666666667,0.989193983685416,5,9846,0.252291,0.246995252346561,330.788973025847,0.159794313232734,0,49
3485,33,28884,579,9,13890,36,0,337,0.317324907469747,1,2,0.359388186715605,0,0,17,8,6449,871,15363,3084,2407,0.756946519294821,4,12279,0.20939,0.184370895463879,505.207619345788,0.349899301763933,0,57
3486,58,159395,660,32,14602,12,2,597,0.626870264242888,3,1,0.478414561725755,0,0,26,9,4075,881,66708,40244,13282.9166666667,0.811343048101037,7,26464,0.149602,0.162313012871144,1326.45079621445,0.144806358760146,1,40.8
3487,47,119190,591,24.1244805514118,21750,60,0,165,0.23541529201933,1,2,0.209738791047663,0,0,18,25,5888,1875,75886,44920,9932.5,0.919186927430269,4,30966,0.23125,0.210953357345066,589.577602267902,0.0759705615170302,1,40.8
3488,28,57832,603,7,16958,48,0,413,0.191725844817221,5,1,0.223235932659756,0,0,30,14,1411,2960,101533,29775,4819.33333333333,0.912340920395854,4,71758,0.210458,0.188443747596742,505.654641507122,0.190618614228895,1,36.8
3489,20,38477,613,0,27492,12,1,353,0.293628961050853,6,0,0.267869538685001,0,0,14,26,1690,1702,156660,6594,3206.41666666667,0.895825501354358,5,150066,0.185992,0.166989924691985,2503.47553048,0.890862238889728,0,46
3490,36,87944,600,14,21206,120,4,497,0.310588082301985,3,2,0.282117790074343,0,0,30,19,6456,266,59985,129672,7328.66666666667,0.696446978013318,4,3464,0.276206,0.297627406644167,555.315443844992,0.143588935301327,0,48
3491,37,65131,495,19,18255,108,1,624,0.383303644981403,2,1,0.370863051520631,0,0,22,29,13429,254,54898,59521,5427.58333333333,0.72631171014153,4,3510,0.315755,0.268072618687613,449.118916210364,0.197715788096672,0,54
3492,45,41452,607,22,15407,36,2,876,0.14670448375497,0,2,0.0398651992966311,0,0,26,18,4140,1118,144344,95288,3454.33333333333,0.89289681821327,11,49056,0.196907,0.213146999541588,582.952184539697,0.422354197975402,0,47
3493,33,76811,587,10,28008,60,3,471,0.491204900086524,4,4,0.214103092226273,0,1,22,20,401,1114,29116,16098,6400.91666666667,0.93389904095623,4,13018,0.239508,0.248468745887386,819.55943413071,0.201621033570303,0,59
3494,46,58092,583,21,15479,96,0,240,0.308898835503773,4,1,0.486871149886499,0,0,19,8,4447,665,12109,13686,4841,0.605909234477806,5,10608,0.258979,0.286733852162237,412.624513423027,0.134811921797775,0,57
3495,63,17676,599,42,21706,48,0,387,0.273990580713516,3,1,0.110721998179385,0,0,22,21,1984,1095,139191,16572,1473,0.883431407087943,2,122619,0.217206,0.199859529871895,660.359004468383,0.711038020684578,0,51
3496,49,26603,627,30,40536,48,0,409,0.0226698169466781,1,2,0.475467945475006,0,0,25,15,409,581,87365,34927,2216.91666666667,0.886986572631908,6,52438,0.222036,0.221493275246177,1280.41885440633,0.762057897713638,0,52
3497,39,21281,566,16,20957,60,4,544,0.349066177975034,4,0,0.184171525086623,0,0,22,16,6320,937,66394,33903,1773.41666666667,0.7300107899731,4,32491,0.242957,0.210331235786457,567.347820132704,0.626670449771742,0,52
3498,37,111092,520,14,20370,36,0,671,0.253102841428607,4,2,0.366825079574429,0,0,21,28,2800,1458,314701,33777,9257.66666666667,0.688016748893941,7,280924,0.24537,0.25092090008514,810.900109661106,0.160072744355429,1,37.6
3499,35,24957,588,12,21876,24,1,371,0.100150816612405,2,0,0.269939329707749,0,0,26,3,6030,92,34811,26268,2079.75,0.846759945855886,3,9503.85023333333,0.202876,0.1623008,1073.52348690714,0.694565927110056,0,56
3500,54,82219,545,31,9611,36,1,389,0.304476927365344,6,1,0.217627532599969,0,1,25,16,2761,1110,9669,12059,6851.58333333333,0.944592588440209,11,6894,0.222111,0.223128439738789,368.605750303893,0.110573821180587,1,45.6
3501,32,223687,523,12,13932,48,2,232,0.442493431038457,2,1,0.191910032940096,0,0,24,28,3478,741,101411,29755,18640.5833333333,0.657445364487287,7,68683.6525666667,0.247432,0.258902254914585,468.889486768513,0.0376001906289688,1,37.6
3502,40,95731,660,18,29681,36,0,424,0.342576788400227,6,1,0.454181606823224,0,0,21,3,5006,999,90090,13877,7977.58333333333,0.803417544664823,5,76213,0.184681,0.188951581700068,1086.41465128441,0.189332356451024,1,42.4
3503,40,43492,584,18,56283,84,2,215,0.163372667202507,4,0,0.359546464998712,0,0,25,29,710,348,57540,66982,3624.33333333333,0.943184785295933,6,3237,0.289283,0.262788277165774,1470.9550694083,0.465176603350031,0,54
3504,33,34527,592,8,22888,120,0,188,0.414157840476789,7,0,0.472850664187725,1,0,35,3,4240,8861,26633,66997,2877.25,0.858740746233781,6,5159,0.281888,0.277689563177757,566.002027136922,0.262056486970865,0,73
3505,23,35827,599,0,83790,24,0,255,0.521842314146123,1,1,0.379037311962057,0,1,21,12,655,909,130190,434368,2985.58333333333,0.764700742043254,3,18314.7372333333,0.25929,0.224426402220015,4365.20783287454,1.5475059032153,0,62
3506,43,23860,543,21,30936,48,1,551,0.315324196876479,3,1,0.0905088706546711,0,0,26,15,14496,107,14603,21914,1988.33333333333,0.726348162025158,3,6396,0.254436,0.267567386028414,1056.29229547839,0.808361590349567,0,52
3507,39,29468,626,13,23601,36,0,360,0.374606233912415,7,1,0.135807008311799,0,0,25,5,2144,976,166571,82884,2455.66666666667,0.800571887771443,8,83687,0.195601,0.184778885257359,858.901265878465,0.496362671051363,0,49
3508,46,30924,549,23.6036031124224,30963,96,1,163,0.387696679945136,6,0,0.0980372431064928,0,0,36,11,609,3804,28910,17246,2577,0.766868549979199,3,11664,0.291463,0.268992136668603,787.866080862074,0.368981793116831,0,54
3509,33,58379,498,9,32367,96,3,193,0.39485551968792,5,0,0.391965057144961,0,0,11,29,5441,2211,92261,33885,4864.91666666667,0.69826201364997,13,58376,0.318367,0.2546936,792.499041057108,0.202572645860417,0,55
3510,54,47196,614,32,33540,48,0,528,0.21483413641435,2,2,0.339582046214587,1,0,22,12,627,510,56685,7652,3933,0.91162066950456,4,49033,0.22154,0.212769915943932,1043.59282154343,0.399591360677202,0,64
3511,29,32253,573,7.58978074528466,17355,60,1,263,0.217727050189901,2,2,0.174651433726643,0,0,31,8,4738,707,153208,12658,2687.75,0.593514401470086,3,140550,0.235855,0.272842914347786,532.893478368194,0.296118864614713,0,48
3512,60,80579,527,37,46523,96,1,344,0.45599340621288,2,1,0.340009330666626,0,1,31,15,6099,4850,564437,3511,6714.91666666667,0.774961823205385,4,560926,0.318023,0.287866745896356,1243.79876983655,0.236458447461976,1,41.6
3513,19,48755,480,0,28117,72,1,391,0.200370002208499,5,0,0.119871770594276,0,1,26,20,12442,647,14456,40288,4062.91666666667,0.879653772535134,5,2450,0.303117,0.282510800723521,814.432184289447,0.296691338559601,0,57
3514,45,15855,607,23,47214,36,2,1187,0.229541723046868,3,1,0.616956598279366,0,0,20,20,8143,351,28342,39162,1321.25,0.644067345973316,9,1319,0.228714,0.249746895476742,1876.58845325869,2.31870460038501,0,57
3515,45,16636,546,22,38157,60,3,379,0.305454528479351,3,2,0.189465195506694,0,0,22,6,6172,364,58873,36605,1386.33333333333,0.693509593124693,4,22268,0.270157,0.269202318804045,1163.31798269583,1.11251597693857,0,54
3516,30,40833,592,5,21051,84,1,228,0.433770155021677,3,1,0.212793362513232,0,0,22,16,1453,4114,21200,11165,3402.75,0.94224552634668,3,10035,0.250051,0.264036751232862,551.872250748626,0.229188818087907,0,54
3517,45,23038,568,21,17000,60,0,182,0.341328869547458,5,2,0.378195213531186,0,0,17,27,5065,889,128022,72202,1919.83333333333,0.782015800352162,3,55820,0.238,0.243223018537464,492.240887298184,0.351197614705192,0,54
3518,55,82872,619,32,10577,36,0,393,0.0984133345651541,3,1,0.190715959258119,0,0,20,20,3527,2786,20032,24291,6906,0.887866374810793,5,10772,0.186077,0.184401290884299,384.72323807624,0.112615586168005,1,36
3519,18,38534,587,0,18385,72,1,456,0.0511510961230769,8,1,0.32459279037166,0,0,23,7,5485,1556,128872,30160,3211.16666666667,0.847056543051452,5,98712,0.239885,0.233439284142734,476.72289788971,0.290462313143627,0,53
3520,46,196115,574,22,15133,96,2,508,0.512102555560071,2,0,0.0628024098664459,0,1,21,20,4392,1406,215270,6110,16342.9166666667,0.813935946712174,3,209160,0.263133,0.227760015872125,343.764614280474,0.0521182743358013,1,40.8
3521,18,34138,530,0,38884,24,0,596,0.680052439417362,5,0,0.473513916531854,0,0,24,10,2673,2550,30040,14874,2844.83333333333,0.576475254065963,6,15166,0.248884,0.263381021113099,2101.49511691393,0.948208489160675,0,62
3522,28,51028,545,8,43028,36,4,653,0.134914531685616,3,0,0.219584502072202,0,0,25,9,5339,2030,29112,16567,4252.33333333333,0.85936487127455,6,12545,0.255528,0.22904832667495,1663.46839829861,0.544752308136383,0,52
3523,59,37770,647,37,10105,60,2,475,0.554082093266422,4,1,0.38359451405065,0,0,28,24,28427,943,46018,47751,3147.5,0.767724239895005,6,1413,0.191605,0.202978308457765,269.398022446804,0.23650453453433,0,53
3524,33,79424,501,10,56242,72,0,240,0.300511240696872,4,2,0.646766075174022,0,0,28,24,3175,1832,107819,9822,6618.66666666667,0.793600487340142,2,97997,0.320742,0.333533529283371,1815.40220643678,0.310546264066799,0,56
3525,25,52729,544,1,15257,36,0,663,0.23257004438808,3,0,0.526124546948493,0,0,31,11,1366,673,39675,53405,4394.08333333333,0.879765399084962,4,5345,0.228257,0.24746122197365,604.568943512219,0.288471757896919,0,58
3526,37,92789,558,12,23743,12,2,783,0.140117351483943,5,0,0.250612624781644,0,0,21,28,3360,507,43054,8943,7732.41666666667,0.734267659401663,7,34111,0.209743,0.213227095355707,2214.47930787164,0.387651032929115,1,40
3527,64,60524,667,44,45135,48,2,318,0.108195990592921,7,1,0.306855188032102,0,1,22,14,1481,585,43380,25946,5043.66666666667,0.822317843065305,9,17434,0.206635,0.213853851396553,1407.00935598048,0.342014940713861,0,56
3528,18,107141,609,0,6427,120,0,486,0.454608348249027,3,1,0.027907672280564,0,1,27,16,4749,3087,8188,59445,8928.41666666667,0.826591508937085,9,1787,0.256927,0.276278144064886,158.277695691186,0.0721603526968596,0,53
3529,27,48978,471,7,23307,48,0,368,0.110303189394796,0,0,0.29100874965427,0,0,17,2,3785,1937,34166,11243,4081.5,0.8708960315837,2,22923,0.282807,0.282926616567716,816.206747502809,0.290140082690876,0,56
3530,57,30740,557,37,23674,36,3,592,0.253880684042549,8,2,0.300178142073744,0,0,11,12,541,1164,19597,13296,2561.66666666667,0.963376985637579,3,6301,0.230174,0.200274797547542,880.142183033536,0.574681398711856,0,55
3531,62,43559,643,41,11776,24,1,442,0.464119685763341,8,0,0.222536306237859,1,0,32,13,9682,1942,58643,93332,3629.91666666667,0.471130386254119,4,1350,0.165276,0.142189832328165,566.618712156309,0.277862773384965,0,63
3532,38,88497,561,14.7762136801318,27482,24,3,468,0.273760088998008,3,0,0.323420950444243,0,0,24,9,1661,2139,8851,27118,7374.75,0.894855386597316,2,8142,0.221982,0.25417110363515,1472.51380628156,0.263129435747864,0,57
3533,25,110892,628,1,6308,36,1,698,0.150344690114471,3,0,0.605834836875467,1,0,22,3,2741,1862,288780,16137,9241,0.791449993516526,6,272643,0.177308,0.195132511364161,232.86635891236,0.100732210682,1,49.6
3534,65,31060,633,44,20059,84,0,265,0.328976471244935,2,0,0.316804188662315,0,0,18,25,15031,2079,42227,10712,2588.33333333333,0.96861931297702,7,35319.0183,0.228559,0.248149556378379,505.355302841827,0.297626002385767,0,52
3535,59,78040,556,38,24508,24,1,411,0.298825598826736,1,0,0.290341521606908,0,0,21,2,8654,1317,27730,9143,6503.33333333333,0.863472637801068,4,18587,0.221508,0.180026866128308,1223.57170542227,0.251343675872209,1,44.8
3536,48,21288,579,29,9494,96,1,247,0.291722524179341,3,1,0.223457824851133,1,0,27,13,45811,124,78636,21571,1774,0.861057859674229,4,57065,0.254994,0.29828687740230603,260.679014546878,0.286177573025298,0,64
3537,30,32017,595,7,25806,36,1,1112,0.132710458332439,5,1,0.150362892530219,0,0,27,12,1060,10296,125881,9094,2668.08333333333,0.89833584596866,10,116787,0.213306,0.204809592491393,965.379185140483,0.778603561285748,0,46
3538,39,56013,479,18,24533,60,2,140,0.574170553533633,4,2,0.392459769882698,0,0,28,27,3617,262,21487,23422,4667.75,0.886303545135707,9,7508,0.290033,0.332406493547402,843.243075091044,0.210646044687707,0,55
3539,38,25821,488,13.4201523838708,18425,36,3,614,0.0975572318553154,1,0,0.136010341735003,0,0,20,18,2162,167,100663,152071,2151.75,0.878686011336714,2,10285,0.259425,0.255169515489557,737.621756001754,0.628149996980018,0,51
3540,43,98833,615,20,35333,36,0,1468,0.27973011407427,2,1,0.102245978324769,1,0,22,13,12122,745,115493,26983,8236.08333333333,0.656599547261456,6,88510,0.212833,0.200190284378281,1313.44348695463,0.337714344838824,0,56
3541,57,112533,616,35,18325,36,3,238,0.257773216590517,0,1,0.284071998450278,0,0,13,14,56060,491,56551,5096,9377.75,0.728969703866741,6,51455,0.195325,0.207244669794786,687.805902223477,0.0987236706271202,1,39.2
3542,50,28877,611,29,16904,60,1,531,0.188458909415644,6,1,0.301051480464547,0,0,18,18,1668,1279,281521,11563,2406.41666666667,0.782274026821538,4,269958,0.216404,0.1731232,422.95189539467,0.396420083275134,1,36.8
3543,27,53785,579,7,6515,60,5,539,0.229617114802247,3,0,0.378343274065471,0,0,29,26,1401,318,292786,16844,4482.08333333333,0.781777717499903,8,275942,0.222015,0.177612,164.593003384145,0.156979009772422,1,38.4
3544,56,28196,642,36,15905,36,0,685,0.0959627289683671,0,0,0.249213473130643,0,0,18,9,6023,550,49129,34492,2349.66666666667,0.926648291902436,5,14637,0.179905,0.171951535151242,568.602604240328,0.533523593803516,0,54
3545,43,52744,635,22,18083,36,1,301,0.148565987956684,2,0,0.417567526775388,0,0,25,11,6523,2655,22855,9208,4395.33333333333,0.818213221611859,5,13647,0.185583,0.183568013556325,656.984980008286,0.217955023511668,0,52
